"","genes","pathway","pv","bh"
"433","KY17767457","PathWay_9",0.731287864971365,0.986137011326797
"434","KY44948794","PathWay_18",0.119771197874154,0.885167745022273
"435","LB14153929","PathWay_22",0.773424519324073,0.987380721307236
"436","LB74939964","PathWay_25",0.109846372493409,0.885167745022273
"437","LD39161833","PathWay_15",0.578068346134901,0.973731147379828
"438","LD47619493","PathWay_13",0.626909774731936,0.973731147379828
"439","LD63584546","PathWay_20",0.915074401313666,0.995513378052901
"440","LD64734977","PathWay_23",0.0418331878633847,0.885167745022273
"441","LD77237835","PathWay_25",0.384853553034516,0.970946353595147
"442","LE72214714","PathWay_18",0.313414979776491,0.957529685063206
"443","LF58839314","PathWay_4",0.463698843941612,0.973731147379828
"444","LF88942384","PathWay_16",0.928253545022827,0.995513378052901
"445","LH75241292","PathWay_12",0.303980642692306,0.957529685063206
"446","LI52933688","PathWay_4",0.470962689807791,0.973731147379828
"447","LK75768698","PathWay_21",0.657423988994939,0.976855852889953
"448","LK94635973","PathWay_6",0.962391554116281,0.998029843981833
"449","LK95986772","PathWay_10",0.3540290635341,0.960882582486145
"450","LK98857691","PathWay_13",0.733881354242425,0.986137011326797
"451","LM18217518","PathWay_23",0.324051066056435,0.957529685063206
"452","LM47268972","PathWay_6",0.0555339545046985,0.885167745022273
"453","LN61688598","PathWay_1",0.0200654628696834,0.885167745022273
"454","LN97731692","PathWay_17",0.181608851020726,0.957529685063206
"455","LO26264423","PathWay_19",0.50982843288702,0.973731147379828
"456","LO56364372","PathWay_25",0.789908919071341,0.987380721307236
"457","LP35749972","PathWay_15",0.889036979170319,0.995406656003265
"458","LP41337851","PathWay_5",0.578202367652409,0.973731147379828
"459","LP48157297","PathWay_23",0.284881209369705,0.957529685063206
"460","LQ13976595","PathWay_19",0.999239311880383,0.999984416622671
"461","LQ87672915","PathWay_7",0.0328880283918087,0.885167745022273
"462","LR76838899","PathWay_20",0.281987063798245,0.957529685063206
"463","LR92536557","PathWay_14",0.498479288730483,0.973731147379828
"464","LS85431637","PathWay_8",0.27862515032376,0.957529685063206
"465","LU64749118","PathWay_9",0.291593375789768,0.957529685063206
"466","LV63474535","PathWay_6",0.725952995979664,0.986137011326797
"467","LV91382127","PathWay_1",0.0182413323168778,0.885167745022273
"468","LW61821839","PathWay_20",0.0854677908029602,0.885167745022273
"469","LX19598294","PathWay_21",0.544422867476037,0.973731147379828
"470","LX51367153","PathWay_18",0.347145770413892,0.960882582486145
"471","LY12942269","PathWay_15",0.649443657236527,0.973731147379828
"472","LY64696682","PathWay_1",0.903546315314151,0.995513378052901
"473","LY68649955","PathWay_16",0.95510723097108,0.998029843981833
"474","LY85523846","PathWay_7",0.834635115492517,0.989966166139412
"475","LZ15751434","PathWay_5",0.929070403698246,0.995513378052901
"476","LZ43773383","PathWay_16",0.659856463590492,0.9783860398483
"477","LZ98583732","PathWay_21",0.160578502975625,0.912377857816053
"478","MA83358823","PathWay_19",0.455054340154322,0.973731147379828
"479","MB14698258","PathWay_3",0.394432295716339,0.970946353595147
"480","MC26531787","PathWay_10",0.331305271031869,0.957529685063206
"481","MD82764771","PathWay_25",0.67159131637368,0.980374455179809
"482","MD95711492","PathWay_25",0.277091293210281,0.957529685063206
"483","MD98148855","PathWay_15",0.449960334484975,0.973731147379828
"484","MF61852249","PathWay_20",0.475385490141522,0.973731147379828
"485","MG25424581","PathWay_8",0.503632085587744,0.973731147379828
"486","MG29431466","PathWay_11",0.0292975907280096,0.885167745022273
"487","MG64531339","PathWay_21",0.309499952613818,0.957529685063206
"488","MI32645625","PathWay_17",0.594618061632818,0.973731147379828
"489","MI46856224","PathWay_23",0.856019182479308,0.989966166139412
"490","MJ22684793","PathWay_19",0.832710788801157,0.989966166139412
"491","MK76638751","PathWay_8",0.258040588917855,0.957529685063206
"492","MK95225523","PathWay_8",0.229889437335202,0.957529685063206
"493","ML51494516","PathWay_19",0.855005107622697,0.989966166139412
"494","MN49947288","PathWay_12",0.487368570363652,0.973731147379828
"495","MN84966485","PathWay_11",0.519843336612702,0.973731147379828
"496","MO11444568","PathWay_25",0.639070986484008,0.973731147379828
"497","MO16565566","PathWay_15",0.77890939393876,0.987380721307236
"498","MO58545947","PathWay_21",0.572498461376843,0.973731147379828
"499","MO83513474","PathWay_14",0.639707629016992,0.973731147379828
"500","MP45943311","PathWay_16",0.891083464837047,0.995513378052901
"501","MP51954861","PathWay_24",0.262249104415235,0.957529685063206
"502","MS12815971","PathWay_18",0.821487760624843,0.989854622556312
"503","MS15727918","PathWay_6",0.404907396341487,0.970946353595147
"504","MS92738792","PathWay_1",0.480003755740604,0.973731147379828
"505","MT26151547","PathWay_8",0.803399731874367,0.987380721307236
"506","MU53997786","PathWay_7",0.282273455304138,0.957529685063206
"507","MU85617249","PathWay_17",0.387174547602887,0.970946353595147
"508","MV18759956","PathWay_8",0.405251294213613,0.970946353595147
"509","MV82355972","PathWay_7",0.381076361518963,0.970946353595147
"510","MW16988496","PathWay_9",0.642513503574014,0.973731147379828
"511","MW25797243","PathWay_17",0.870538666482432,0.992375676286582
"512","MW27961535","PathWay_14",0.123967660061223,0.885167745022273
"513","MW98374133","PathWay_19",0.355769816269994,0.960882582486145
"514","MZ19876828","PathWay_25",0.17118300727442,0.951016707080111
"515","MZ46227198","PathWay_24",0.64991616028907,0.973731147379828
"516","NA23822832","PathWay_5",0.167952935894213,0.938284558068231
"517","NA31933535","PathWay_9",0.858937130522,0.99070026588466
"518","NA41856791","PathWay_7",0.505105231917425,0.973731147379828
"519","NA92693482","PathWay_15",0.257219216291305,0.957529685063206
"520","NE53245868","PathWay_10",0.357098723965511,0.960882582486145
"521","NG25769725","PathWay_22",0.931800521857516,0.995513378052901
"522","NG95926766","PathWay_25",0.980394830101629,0.998084820388158
"523","NI23291867","PathWay_12",0.876598935431529,0.994474554473761
"524","NI61638327","PathWay_9",0.250062017284066,0.957529685063206
"525","NI78944263","PathWay_23",0.1373349896211,0.891795034859259
"526","NJ39935949","PathWay_20",0.315565791503919,0.957529685063206
"527","NJ46233726","PathWay_3",0.751638088412907,0.987380721307236
"528","NJ65278784","PathWay_7",0.0362068151578401,0.885167745022273
"529","NM11132343","PathWay_21",0.999984416622671,0.999984416622671
"530","NM21549154","PathWay_25",0.643610259999774,0.973731147379828
"531","NM41422774","PathWay_20",0.968705654792906,0.998029843981833
"532","NM62181592","PathWay_20",0.939686434045311,0.998029843981833
"533","NO29224778","PathWay_23",0.0982787999896354,0.885167745022273
"534","NO35316285","PathWay_12",0.571088133906328,0.973731147379828
"535","NO41241692","PathWay_18",0.827113181604925,0.989966166139412
"536","NO75535932","PathWay_22",0.459052374108812,0.973731147379828
"537","NP17415684","PathWay_25",0.391761491823065,0.970946353595147
"538","NP47576559","PathWay_25",0.556452189326756,0.973731147379828
"539","NQ31127739","PathWay_17",0.706826627378181,0.984438199691061
"540","NQ35234785","PathWay_21",0.0445035476055391,0.885167745022273
"541","NR32768362","PathWay_6",0.214192989906718,0.957529685063206
"542","NS14326997","PathWay_13",0.969978376785844,0.998029843981833
"543","NS99931576","PathWay_7",0.775003244378555,0.987380721307236
"544","NT16736691","PathWay_15",0.918816985042782,0.995513378052901
"545","NT36483648","PathWay_2",0.807944573138367,0.987380721307236
"546","NT41423882","PathWay_15",0.573018685521621,0.973731147379828
"547","NU13933936","PathWay_11",0.954880306738133,0.998029843981833
"548","NU63551589","PathWay_23",0.651117070744322,0.973731147379828
"549","NU85629142","PathWay_21",0.669386199722465,0.980374455179809
"550","NV24477222","PathWay_24",0.479569556002893,0.973731147379828
"551","NV85451521","PathWay_10",0.544412598830117,0.973731147379828
"552","NV85924653","PathWay_22",0.463833535984298,0.973731147379828
"553","NV98579225","PathWay_11",0.330439006237961,0.957529685063206
"554","NW26998747","PathWay_17",0.308020160860855,0.957529685063206
"555","NX56486632","PathWay_10",0.740588895506424,0.986137011326797
"556","NY71416535","PathWay_24",0.587386224389606,0.973731147379828
"557","NY98316694","PathWay_24",0.267765703508113,0.957529685063206
"558","NZ13672574","PathWay_18",0.506156453965256,0.973731147379828
"559","OB68267774","PathWay_14",0.637048738991226,0.973731147379828
"560","OB72748945","PathWay_11",0.91236254581055,0.995513378052901
"561","OB81711373","PathWay_11",0.0758874661597786,0.885167745022273
"562","OC58713395","PathWay_19",0.862228636901313,0.992375676286582
"563","OC82576754","PathWay_4",0.906500620982251,0.995513378052901
"564","OD84416467","PathWay_8",0.558172611528338,0.973731147379828
"565","OE64585318","PathWay_6",0.610630589496675,0.973731147379828
"566","OE82657832","PathWay_4",0.800035343836066,0.987380721307236
"567","OF47687254","PathWay_25",0.117770989956135,0.885167745022273
"568","OG37127367","PathWay_5",0.328720296344735,0.957529685063206
"569","OI38152782","PathWay_23",0.0994963187333169,0.885167745022273
"570","OJ29563618","PathWay_24",0.431226593350127,0.973731147379828
"571","OJ52494289","PathWay_13",0.0585376959372736,0.885167745022273
"572","OJ63545853","PathWay_22",0.92603146316431,0.995513378052901
"573","OK79957388","PathWay_8",0.780507699037776,0.987380721307236
"574","OK88466243","PathWay_23",0.948970203090485,0.998029843981833
"575","OL24377914","PathWay_6",0.515055527261534,0.973731147379828
"576","OL86288662","PathWay_18",0.464552940480985,0.973731147379828
"577","OR17127554","PathWay_13",0.167812111880719,0.938284558068231
"578","OV68677844","PathWay_4",0.293037676878573,0.957529685063206
"579","OW25251896","PathWay_5",0.145645238049681,0.891795034859259
"580","OW46251121","PathWay_20",0.667556068901857,0.980374455179809
"581","OW61583254","PathWay_20",0.177238269742461,0.957529685063206
"582","OX19846733","PathWay_3",0.196755729954223,0.957529685063206
"583","OX27444145","PathWay_11",0.61803636891411,0.973731147379828
"584","OX93543444","PathWay_4",0.97528072902052,0.998029843981833
"585","OZ85999565","PathWay_6",0.512712966343216,0.973731147379828
"586","PA77421546","PathWay_16",0.931027835098638,0.995513378052901
"587","PB13237742","PathWay_22",0.505336334833485,0.973731147379828
"588","PB16421728","PathWay_6",0.0604911709433263,0.885167745022273
"589","PC14822719","PathWay_13",0.834221858537076,0.989966166139412
"590","PC56528465","PathWay_8",0.685311959064838,0.980415827767721
"591","PD25176932","PathWay_13",0.298065254044861,0.957529685063206
"592","PD53335483","PathWay_24",0.826616126675136,0.989966166139412
"593","PD62544353","PathWay_6",0.359370149370095,0.960882582486145
"594","PE23986238","PathWay_23",0.401793399321949,0.970946353595147
"595","PE59674766","PathWay_9",0.210526502836699,0.957529685063206
"596","PE66534785","PathWay_4",0.836831015236204,0.989966166139412
"597","PF49972447","PathWay_21",0.110172098042154,0.885167745022273
"598","PF63393661","PathWay_16",0.695190129488438,0.983198076746998
"599","PF91993555","PathWay_20",0.767192621720969,0.987380721307236
"600","PH23132539","PathWay_11",0.91777428094449,0.995513378052901
"601","PH76123564","PathWay_15",0.771324916395149,0.987380721307236
"602","PI13151886","PathWay_1",0.233699200395564,0.957529685063206
"603","PJ29839853","PathWay_13",0.799575461034544,0.987380721307236
"604","PJ59248526","PathWay_16",0.31780542789323,0.957529685063206
"605","PK54572114","PathWay_11",0.902150387089349,0.995513378052901
"606","PK83449438","PathWay_21",0.969060845501554,0.998029843981833
"607","PK89952677","PathWay_6",0.559482740716682,0.973731147379828
"608","PL59183543","PathWay_22",0.126214456219424,0.885167745022273
"609","PM27862655","PathWay_17",0.0718039482224084,0.885167745022273
"610","PM59113298","PathWay_7",0.660410576897602,0.9783860398483
"611","PM89317695","PathWay_16",0.619936149160079,0.973731147379828
"612","PN65287657","PathWay_6",0.0358210166367762,0.885167745022273
"613","PO44857148","PathWay_15",0.24616873879734,0.957529685063206
"614","PO58321314","PathWay_18",0.529979746349143,0.973731147379828
"615","PO71396162","PathWay_1",0.243988759614527,0.957529685063206
"616","PQ82746827","PathWay_1",0.809871082902662,0.987391985345484
"617","PS75541546","PathWay_16",0.438104944146516,0.973731147379828
"618","PU82139311","PathWay_18",0.881505670109429,0.994973021175806
"619","PV91737747","PathWay_13",0.97773205371942,0.998029843981833
"620","PW73149261","PathWay_12",0.794750166901339,0.987380721307236
"621","PX51563542","PathWay_23",0.926585526382993,0.995513378052901
"622","PY53479161","PathWay_23",0.926061683084331,0.995513378052901
"623","PY73929495","PathWay_11",0.641382392014034,0.973731147379828
"624","QA19973254","PathWay_7",0.321987707922836,0.957529685063206
"625","QA94366891","PathWay_14",0.000549102289007653,0.0915170481679421
"626","QC25971849","PathWay_3",0.727170047449372,0.986137011326797
"627","QD17391745","PathWay_14",0.72329839900227,0.985420162128434
"628","QD78152731","PathWay_4",0.0856713241676761,0.885167745022273
"629","QF37687296","PathWay_17",0.886520961867643,0.994973021175806
"630","QG72573354","PathWay_14",0.108871196318836,0.885167745022273
"631","QG97345765","PathWay_5",0.140820874901759,0.891795034859259
"632","QH69628342","PathWay_19",0.515402512571272,0.973731147379828
"633","QI39138888","PathWay_12",0.124990794016208,0.885167745022273
"634","QJ18195798","PathWay_21",0.348543108148729,0.960882582486145
"635","QJ28927321","PathWay_7",0.00280180454833627,0.358599963614894
"636","QJ52389448","PathWay_24",0.652572125145831,0.973731147379828
"637","QJ97978959","PathWay_2",0.0228699889791133,0.885167745022273
"638","QK21895995","PathWay_11",0.214162573559146,0.957529685063206
"639","QK75182919","PathWay_25",0.0700449914976301,0.885167745022273
"640","QK81392255","PathWay_20",0.479527159995051,0.973731147379828
"641","QN16339632","PathWay_21",0.624333833694425,0.973731147379828
"642","QN31364351","PathWay_10",0.819427067567519,0.989646216868985
"643","QN82155341","PathWay_6",0.512695471371163,0.973731147379828
"644","QP51379228","PathWay_1",0.25755957980006,0.957529685063206
"645","QP88742616","PathWay_15",0.152952094354362,0.905113872895662
"646","QS15798173","PathWay_14",0.786766349237658,0.987380721307236
"647","QS24791919","PathWay_10",0.495289107963935,0.973731147379828
"648","QS32654446","PathWay_16",0.122356520343532,0.885167745022273
"649","QS41566357","PathWay_23",0.738314981496726,0.986137011326797
"650","QS75226752","PathWay_20",0.130783722203313,0.891795034859259
"651","QS96754535","PathWay_19",0.191563656701847,0.957529685063206
"652","QT49663986","PathWay_13",0.556541634092101,0.973731147379828
"653","QU39835732","PathWay_2",0.095903809552785,0.885167745022273
"654","QV31815752","PathWay_17",0.286667279188749,0.957529685063206
"655","QV47136299","PathWay_10",0.134172566127159,0.891795034859259
"656","QW31512269","PathWay_6",0.292480410882546,0.957529685063206
"657","QW41779979","PathWay_8",0.407837233721363,0.973358553034279
"658","QY42985938","PathWay_11",0.903711437710003,0.995513378052901
"659","QY58979718","PathWay_14",0.282419427185592,0.957529685063206
"660","QY78585983","PathWay_8",0.352872798805098,0.960882582486145
"661","QZ73716247","PathWay_2",0.675640060384624,0.980415827767721
"662","QZ97584361","PathWay_5",0.18597017476103,0.957529685063206
"663","RB37147851","PathWay_6",0.268834540050602,0.957529685063206
"664","RB43323279","PathWay_25",0.475105547619528,0.973731147379828
"665","RB45489156","PathWay_14",0.0495549900835921,0.885167745022273
"666","RC62171979","PathWay_23",0.333811545099066,0.960542977334284
"667","RD48423674","PathWay_23",0.403455583566557,0.970946353595147
"668","RD96248971","PathWay_20",0.843437767099541,0.989966166139412
"669","RE27449239","PathWay_17",0.294764352230457,0.957529685063206
"670","RE48663825","PathWay_14",0.535477926043727,0.973731147379828
"671","RH34538869","PathWay_18",0.682112257346629,0.980415827767721
"672","RH91331325","PathWay_20",0.228076512694842,0.957529685063206
"673","RH95821931","PathWay_7",0.128541993295257,0.891795034859259
"674","RI62623992","PathWay_6",0.104615845019251,0.885167745022273
"675","RI71166837","PathWay_15",0.422145604873171,0.973731147379828
"676","RK19699639","PathWay_19",0.247812043643731,0.957529685063206
"677","RK75458373","PathWay_15",0.100648190391929,0.885167745022273
"678","RK79941293","PathWay_16",0.608775585067713,0.973731147379828
"679","RK82541964","PathWay_9",0.424070778819278,0.973731147379828
"680","RL34613296","PathWay_15",0.473185819587376,0.973731147379828
"681","RM28155778","PathWay_25",0.916146107254576,0.995513378052901
"682","RN33869233","PathWay_24",0.0906255381110046,0.885167745022273
"683","RN51614782","PathWay_24",0.795508236228107,0.987380721307236
"684","RP75289631","PathWay_22",0.0620483573848965,0.885167745022273
"685","RQ49864213","PathWay_16",0.805513184431524,0.987380721307236
"686","RQ65884861","PathWay_3",0.806384282254556,0.987380721307236
"687","RS92799219","PathWay_17",0.439919142213359,0.973731147379828
"688","RT55824225","PathWay_5",0.22055768633025,0.957529685063206
"689","RU25616433","PathWay_16",0.479868054414766,0.973731147379828
"690","RU68119384","PathWay_10",0.737335436700229,0.986137011326797
"691","RV93917679","PathWay_8",0.532780622904424,0.973731147379828
"692","RW52668263","PathWay_10",0.020548143980789,0.885167745022273
"693","RX92659726","PathWay_17",0.824610476351337,0.989966166139412
"694","RZ88392316","PathWay_2",0.706643868890512,0.984438199691061
"695","SA45152486","PathWay_13",0.800234806829119,0.987380721307236
"696","SA98531227","PathWay_17",0.254004840351834,0.957529685063206
"697","SB41273119","PathWay_8",0.839723470764646,0.989966166139412
"698","SC15719792","PathWay_23",0.451097682461612,0.973731147379828
"699","SC54888547","PathWay_22",0.263446099489317,0.957529685063206
"700","SD73495317","PathWay_17",0.606744334737795,0.973731147379828
"701","SE37753466","PathWay_25",0.0435434705875173,0.885167745022273
"702","SE46811455","PathWay_1",0.393181725195336,0.970946353595147
"703","SF34827223","PathWay_21",0.0916636102328016,0.885167745022273
"704","SF92243135","PathWay_17",0.257298769359888,0.957529685063206
"705","SG28336869","PathWay_4",0.0852132056876675,0.885167745022273
"706","SH54285453","PathWay_11",0.754977470448628,0.987380721307236
"707","SH63724898","PathWay_23",0.480285877133621,0.973731147379828
"708","SH84315192","PathWay_12",0.810648819968642,0.987391985345484
"709","SH87159559","PathWay_24",0.256862955430365,0.957529685063206
"710","SI21411989","PathWay_13",0.908491349751936,0.995513378052901
"711","SJ18196876","PathWay_17",0.785223551638916,0.987380721307236
"712","SJ75751868","PathWay_25",0.779540919622457,0.987380721307236
"713","SK37175275","PathWay_23",0.551571445158064,0.973731147379828
"714","SK89614966","PathWay_24",0.464262484320063,0.973731147379828
"715","SM16671351","PathWay_9",0.570764119456477,0.973731147379828
"716","SN76949677","PathWay_19",0.776406590455207,0.987380721307236
"717","SP25152516","PathWay_25",0.596137214443039,0.973731147379828
"718","SQ34567578","PathWay_23",6.94981321083508e-07,0.000347490660541754
"719","SQ39595927","PathWay_9",0.956473648183029,0.998029843981833
"720","SR19819713","PathWay_7",0.397474093283172,0.970946353595147
"721","SR56314523","PathWay_7",0.177580502036337,0.957529685063206
"722","SR81991364","PathWay_4",0.405313238214666,0.970946353595147
"723","ST26568741","PathWay_12",0.0475110183987184,0.885167745022273
"724","ST46495916","PathWay_16",0.508146804638602,0.973731147379828
"725","ST64528855","PathWay_4",0.896036968172408,0.995513378052901
"726","SV46111936","PathWay_9",0.755260405677394,0.987380721307236
"727","SW31899757","PathWay_24",0.964682855606283,0.998029843981833
"728","SX19722421","PathWay_21",0.330942970241459,0.957529685063206
"729","TA12692917","PathWay_4",0.740521453960582,0.986137011326797
"730","TA68993658","PathWay_20",0.15258911152314,0.905113872895662
"731","TB63552671","PathWay_17",0.448676681591043,0.973731147379828
"732","TC43672195","PathWay_21",0.119521523590344,0.885167745022273
"733","TC48344286","PathWay_17",0.637541086484977,0.973731147379828
"734","TC68357395","PathWay_8",0.0760388360890206,0.885167745022273
"735","TC82645798","PathWay_3",0.241054751715734,0.957529685063206
"736","TF73168492","PathWay_24",0.717997844348221,0.985420162128434
"737","TG21866731","PathWay_21",0.494037744546525,0.973731147379828
"738","TG38524455","PathWay_18",0.952300298747702,0.998029843981833
"739","TH14157156","PathWay_8",0.19619815953877,0.957529685063206
"740","TH52251781","PathWay_15",0.504126169953082,0.973731147379828
"741","TI38418548","PathWay_22",0.520327795494757,0.973731147379828
"742","TI68782845","PathWay_24",0.399116606033032,0.970946353595147
"743","TJ42651163","PathWay_3",0.686330713842918,0.980415827767721
"744","TJ94383211","PathWay_25",0.118775869910676,0.885167745022273
"745","TL43919572","PathWay_18",0.908861982435531,0.995513378052901
"746","TM71378513","PathWay_12",0.550079915594311,0.973731147379828
"747","TN54933211","PathWay_18",0.701272023224449,0.983551224718722
"748","TN66186663","PathWay_2",0.253830802006263,0.957529685063206
"749","TO27187382","PathWay_8",0.558700529088765,0.973731147379828
"750","TO44238387","PathWay_17",0.763115488450549,0.987380721307236
"751","TO46948355","PathWay_11",0.704803490489938,0.984438199691061
"752","TO54925357","PathWay_15",0.0354939689471611,0.885167745022273
"753","TP19366831","PathWay_24",0.0353954240389691,0.885167745022273
"754","TP64584556","PathWay_12",0.265171340665139,0.957529685063206
"755","TP79246168","PathWay_5",0.257780817891176,0.957529685063206
"756","TQ23954927","PathWay_3",0.331171388680117,0.957529685063206
"757","TQ74166628","PathWay_15",0.252667438826368,0.957529685063206
"758","TQ74294511","PathWay_1",0.808664810750626,0.987380721307236
"759","TQ74756533","PathWay_25",0.929136072087645,0.995513378052901
"760","TS36126351","PathWay_15",0.632594816105692,0.973731147379828
"761","TS42879933","PathWay_15",0.549345953993857,0.973731147379828
"762","TU11259196","PathWay_11",0.402244385263438,0.970946353595147
"763","TU56998241","PathWay_13",0.750381474668505,0.987380721307236
"764","TV42488428","PathWay_17",0.803782336614176,0.987380721307236
"765","TV53879214","PathWay_4",0.889673549646843,0.995406656003265
"766","TW38665159","PathWay_25",0.618596444215918,0.973731147379828
"767","TX57366296","PathWay_24",0.126578987538185,0.885167745022273
"768","TX86889996","PathWay_4",0.929277596311742,0.995513378052901
"769","TY65152363","PathWay_5",0.596120613303137,0.973731147379828
"770","TY65378792","PathWay_3",0.190921125162874,0.957529685063206
"771","TY73658457","PathWay_20",0.652862370833417,0.973731147379828
"772","TY78483993","PathWay_16",0.578920102966488,0.973731147379828
"773","TY78897887","PathWay_21",0.957184954772521,0.998029843981833
"774","TY87516897","PathWay_8",0.901434012639988,0.995513378052901
"775","TZ71495597","PathWay_15",0.680231147534135,0.980415827767721
"776","TZ77291863","PathWay_7",0.329410565339824,0.957529685063206
"777","TZ94877741","PathWay_14",0.019746613991372,0.885167745022273
"778","UA22894717","PathWay_16",0.192362563905221,0.957529685063206
"779","UA96245868","PathWay_5",0.423934615366967,0.973731147379828
"780","UB55678465","PathWay_10",0.0727723183885859,0.885167745022273
"781","UB56255499","PathWay_18",0.405714432487129,0.970946353595147
"782","UB95425225","PathWay_15",0.343870719256929,0.960882582486145
"783","UD64566116","PathWay_15",0.980639181288822,0.998084820388158
"784","UE54858719","PathWay_8",0.751137858427891,0.987380721307236
"785","UE71484352","PathWay_25",0.854752740768459,0.989966166139412
"786","UF53716632","PathWay_12",0.0212207270898414,0.885167745022273
"787","UG43827633","PathWay_1",0.244345298601302,0.957529685063206
"788","UG84715777","PathWay_3",0.353656508508468,0.960882582486145
"789","UI26236484","PathWay_11",0.6850123470472,0.980415827767721
"790","UI64932872","PathWay_22",0.563480928623304,0.973731147379828
"791","UJ24342453","PathWay_25",0.730114781621156,0.986137011326797
"792","UJ42473218","PathWay_21",0.00491087302904736,0.491087302904736
"793","UJ76944242","PathWay_15",0.497956461140772,0.973731147379828
"794","UK44452979","PathWay_7",0.686035882188972,0.980415827767721
"795","UL88461134","PathWay_14",0.476134260548657,0.973731147379828
"796","UN36385973","PathWay_21",0.864509361521466,0.992375676286582
"797","UO23962377","PathWay_15",0.982668431148554,0.998084820388158
"798","UO69528165","PathWay_12",0.777347032753379,0.987380721307236
"799","UO84143347","PathWay_23",0.959036303135766,0.998029843981833
"800","UP15665864","PathWay_4",0.856320733710591,0.989966166139412
"801","UP36184459","PathWay_2",0.307175825141918,0.957529685063206
"802","UQ75331362","PathWay_15",0.921865039409987,0.995513378052901
"803","UR81848194","PathWay_22",0.786971555469344,0.987380721307236
"804","UR87455642","PathWay_19",0.0822756470093755,0.885167745022273
"805","US38589191","PathWay_3",0.867765229901449,0.992375676286582
"806","US93737185","PathWay_5",0.883092450013791,0.994973021175806
"807","UT23535897","PathWay_25",0.620805685935522,0.973731147379828
"808","UT64659265","PathWay_16",0.562963529320711,0.973731147379828
"809","UV15339423","PathWay_18",0.0142721233704881,0.885167745022273
"810","UV76937872","PathWay_1",0.0514613520123667,0.885167745022273
"811","UW27831597","PathWay_17",0.328178151529926,0.957529685063206
"812","UX38271725","PathWay_8",0.0587620194927764,0.885167745022273
"813","UX92343555","PathWay_6",0.551401079073158,0.973731147379828
"814","UZ76469458","PathWay_16",0.504046211320351,0.973731147379828
"815","VB36537116","PathWay_6",0.0365082469933008,0.885167745022273
"816","VC15395567","PathWay_6",0.224159767473614,0.957529685063206
"817","VC23426858","PathWay_23",0.40488754165456,0.970946353595147
"818","VC49218887","PathWay_8",0.206992542687076,0.957529685063206
"819","VC52879511","PathWay_14",0.344106102899009,0.960882582486145
"820","VC97476121","PathWay_3",0.843422890031233,0.989966166139412
"821","VD95471515","PathWay_2",0.991990783897204,0.998930476703642
"822","VE74399537","PathWay_17",0.635947414307526,0.973731147379828
"823","VH22241571","PathWay_12",0.681317648218242,0.980415827767721
"824","VH49915443","PathWay_25",0.733409037596926,0.986137011326797
"825","VH85379494","PathWay_20",0.642723356643001,0.973731147379828
"826","VI39982381","PathWay_6",0.813464150335352,0.987880811792784
"827","VI58881812","PathWay_12",0.456568146457046,0.973731147379828
"828","VJ24162526","PathWay_6",0.21630147206619,0.957529685063206
"829","VK11479192","PathWay_13",0.665395134609003,0.980374455179809
"830","VK19578577","PathWay_13",0.495871489723814,0.973731147379828
"831","VL15418188","PathWay_10",0.501643466648256,0.973731147379828
"832","VL87893226","PathWay_6",0.0500206623647876,0.885167745022273
"833","VO44919342","PathWay_3",0.577409449014722,0.973731147379828
"834","VP19867475","PathWay_7",0.573734009927803,0.973731147379828
"835","VP28737994","PathWay_22",0.324900906070101,0.957529685063206
"836","VQ39781764","PathWay_22",0.204028556334316,0.957529685063206
"837","VQ73988658","PathWay_21",0.736257484813497,0.986137011326797
"838","VR63336549","PathWay_19",0.152041400963045,0.905113872895662
"839","VR67433794","PathWay_14",0.705507217408685,0.984438199691061
"840","VS33787569","PathWay_7",0.212509677030229,0.957529685063206
"841","VS35896383","PathWay_1",0.872298219455906,0.992375676286582
"842","VS85935564","PathWay_16",0.821579336721739,0.989854622556312
"843","VU14628261","PathWay_14",0.488160778162837,0.973731147379828
"844","VU23638521","PathWay_1",0.928288339119331,0.995513378052901
"845","VU28143719","PathWay_4",0.847412074529132,0.989966166139412
"846","VU69886129","PathWay_23",0.424372339913047,0.973731147379828
"847","VW17775479","PathWay_13",0.446585774589033,0.973731147379828
"848","VZ65416485","PathWay_9",0.156312985622119,0.906402240121479
"849","VZ68746429","PathWay_15",0.791868622033512,0.987380721307236
"850","WA21159721","PathWay_3",0.729402386456549,0.986137011326797
"851","WA47273852","PathWay_14",0.644272363608607,0.973731147379828
"852","WA54276533","PathWay_16",0.686290070974082,0.980415827767721
"853","WA56216323","PathWay_9",0.791405439478763,0.987380721307236
"854","WD49783726","PathWay_17",0.943151700263233,0.998029843981833
"855","WD77337154","PathWay_22",0.648344406209171,0.973731147379828
"856","WD95842864","PathWay_24",0.0592948329696471,0.885167745022273
"857","WE62828136","PathWay_6",0.379056745608735,0.970946353595147
"858","WE79631159","PathWay_1",0.487759852070966,0.973731147379828
"859","WE81532732","PathWay_1",0.990435468801374,0.998930476703642
"860","WG24938826","PathWay_6",0.197385205216211,0.957529685063206
"861","WG85744222","PathWay_23",0.381680790972382,0.970946353595147
"862","WH86173288","PathWay_13",0.392847996440145,0.970946353595147
"863","WJ21452385","PathWay_23",0.283988238647667,0.957529685063206
"864","WJ65311699","PathWay_3",0.619880230531782,0.973731147379828
"865","WL76971271","PathWay_11",0.236255012328238,0.957529685063206
